date,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto
2010-04-17,26.889496619022108,56.6241938041824,42.56754615357742,49.98320740126943,127.29846161289298,350.8510434513085,179.357187104085,358.27769660352527,328.1710750274491,275.39260238252103
2010-04-18,27.867811369102938,69.92619280592814,42.6357877141148,51.20615804487275,127.63582692210576,351.06819906741646,179.29281312669204,358.329312854439,328.19395917592675,275.3871281188339
2010-04-19,28.8455390058907,83.40178028076447,42.60310595496634,52.42844572543059,127.97902323478863,351.28430883648247,179.22951128281017,358.3805786894113,328.21639569233196,275.38115990232035
2010-04-20,29.822662825702775,97.04765593091219,42.47329116908091,53.65004756485618,128.32790741430995,351.4993431045084,179.16730721610782,358.4314771230327,328.23837358312966,275.3746951782231
2010-04-21,30.799168040952168,110.86637929220349,42.25118555423428,54.87094021735513,128.6823351143863,351.71327192143326,179.10622409413588,358.4819903886637,328.25988103652907,275.36773051033344
2010-04-22,31.775044374618687,124.86137077053499,41.942745713931,56.09110225948824,129.04216318546713,351.92606685556416,179.0462843040939,358.53210172143173,328.2809071735071,275.3602632968488
2010-04-23,32.75028860860904,139.02883322707024,41.55507469757282,57.3105166733842,129.4072524053395,352.1377028378487,178.98751128671947,358.58179721587067,328.3014438775934,275.3522935713751
2010-04-24,33.72490650100279,153.34846951281386,41.09641371199647,58.52917287364715,129.7774700104535,352.3481595188055,178.9299310128031,358.6310672497921,328.3214871979821,275.3438253870104
2010-04-25,34.69891341341813,167.7758472202966,40.576085320204385,59.74706765633175,130.1526914314044,352.5574215762568,178.87357256036307,358.6799069204138,328.3410377757742,275.3348672373845
2010-04-26,35.67233312520359,182.23969427894625,40.00438307385103,60.96420456657262,130.5328007229875,352.7654775658445,178.81846738976878,358.72831508607715,328.3600998907141,275.3254311159903
2010-04-27,36.64519481518425,196.6465937861018,39.392407171515096,62.180591638725524,130.91768956483327,352.97231738867345,178.76464736335438,358.7762920748575,328.3786791924432,275.3155302797699
2010-04-28,37.61752898217303,210.89313882590932,38.751851482818466,63.396238192586814,131.30725535231508,353.17792914810747,178.7121422135797,358.8238368024173,328.3967798577407,275.3051764560204
2010-04-29,38.58936365326357,224.88244849288216,38.09475295926365,64.61115188468813,131.70139934156293,353.38229661709073,178.66097757664707,358.87094447599117,328.414402345002,275.2943776561104
